,sku,Units,Lines,unitspercase
16668,SP04904810_f,3,3,21
16669,LB18012543,4,3,8
16670,SB28401267,4,3,4
16671,AB71355218,3,3,21
16672,KP04871319,3,3,3
16673,AB93296339_f,7,3,21
16674,SB26291453_f,6,3,21
16675,SB27997248,7,3,30
16676,YB27870239_f,3,3,21
16677,LP04681362_f,3,3,21
16678,MB22384018,13,3,8
16679,MB68277833,4,3,22
16680,AB91200592,3,3,12
16681,AB92973213,14,3,21
16682,SB21252934,6,3,72
16683,YB26511418_f,8,3,21
16684,AB93357553,6,3,5
16685,MP04897130,7,3,6
16686,AB73516806,3,3,12
16687,SP04889855_f,3,3,21
16688,SB28137379_f,3,3,21
16689,AB85063884,6,3,12
16690,AB72677571,6,3,200
16691,AB68463126,4,3,6
16692,MB88037639_f,12,3,21
16693,AB68256252,10,3,21
16694,SP04904025,3,3,2
16695,YP04920551_f,3,3,21
16696,YP04589940_f,3,3,21
16697,MB95000086,4,3,24
16698,YP04711081,3,3,4
16699,YB26055369_f,3,3,21
16700,AB72218299,5,3,12
16701,SB26291453,6,3,50
16702,AB86048662,5,3,9
16703,LB16770531,9,3,12
16704,SB28399450,3,3,21
16705,LB16211391_f,6,3,21
16706,SB27944835_f,6,3,21
16707,SP04889747,3,3,15
16708,MB76417193,3,3,21
16709,SB27621297_f,6,3,21
16710,SP04572736,3,3,12
16711,MP04673475_f,3,3,21
16712,SB23794432,4,3,65
16713,AB76600609_f,23,3,21
16714,MB75925482,3,3,20
16715,AB84353430_f,6,3,21
16716,MB84571351_f,17,3,21
16717,AB84364034_f,12,3,21
16718,MB72100116_f,6,3,21
16719,AB72516603,12,3,86
16720,AB68463197,6,3,6
16721,YP04887668,3,3,4
16722,SB23820254,6,3,22
16723,MB55421223_f,12,3,21
16724,SB26880974_f,6,3,21
16725,SP04801411,3,3,5
16726,SB28137599,3,3,21
16727,SP04889693,7,3,13
16728,YP04543589_f,3,3,21
16729,SB27947007,6,3,25
16730,AB93779597_f,15,3,21
16731,SB28399829,3,3,4
16732,MB58166080_f,3,3,21
16733,SB27930658_f,3,3,21
16734,SB27946972_f,3,3,21
16735,SP04695581_f,3,3,21
16736,AB92377835_f,3,3,21
16737,AB75064000,3,3,12
16738,AB80305547,6,3,12
16739,SB28400459_f,3,3,21
16740,SB14893818_f,6,3,21
16741,SB27970757_f,3,3,21
16742,YP04860598,3,3,4
16743,SB28400352_f,3,3,21
16744,SB16718344_f,3,3,21
16745,AB72575518,3,3,21
16746,LB17238496,3,3,21
16747,YP04938504,3,3,12
16748,SP04871193,3,3,2
16749,MP04850203_f,3,3,21
16750,SB19042101_f,6,3,21
16751,MB70303795,4,3,27
16752,AB93779597,15,3,6
16753,LB16675856_f,3,3,21
16754,LB17230630_f,4,3,21
16755,LB17946005,4,3,4
16756,MB85411041,8,3,87
16757,AB93784618,5,3,12
16758,MB85418701,8,3,87
16759,MP04897138,14,3,8
16760,MP04604579,7,3,2
16761,YB28362115,3,3,12
16762,MB55423014_f,15,3,21
16763,AB77805500,3,3,6
16764,MB25311965_f,5,3,21
16765,MB87017029_f,3,3,21
16766,SP04819710_f,3,3,21
16767,MB21805491_f,3,3,21
16768,AB90824636,9,3,144
16769,YP04887667_f,3,3,21
16770,AB78823303_f,6,3,21
16771,SB26291440_f,6,3,21
16772,MB77675015_f,6,3,21
16773,AB79026604_f,4,3,21
16774,MB95088451,7,3,24
16775,MB65543890_f,3,3,21
16776,SB28012601_f,3,3,21
16777,MB65547773_f,3,3,21
16778,MB22384018_f,10,3,21
16779,SB28400433,3,3,6
16780,SB23817791_f,3,3,21
16781,MB65547443_f,3,3,21
16782,SB26890469,9,3,16
16783,AP04535648_f,7,3,21
16784,SB26877217_f,3,3,21
16785,MP04861827_f,3,3,21
16786,YB27702637,12,3,36
16787,YB27159633,3,3,36
16788,MB64115229,7,3,21
16789,MB95019239,5,3,12
16790,AB92972696_f,12,3,21
16791,AB72167816_f,3,3,21
16792,KP04776215_f,3,3,21
16793,SP04732400_f,3,3,21
16794,YB28133409_f,3,3,21
16795,SB27414679_f,12,3,21
16796,MP04711722_f,3,3,21
16797,AB88671448,6,3,12
16798,MB65581250_f,7,3,21
16799,SP04888511_f,3,3,21
16800,AB71624842,6,3,16
16801,SB23813546_f,3,3,21
16802,YP04802785,3,3,4
16803,AB71156585_f,3,3,21
16804,SP04889855,3,3,4
16805,LB17490894_f,9,3,21
16806,SB28137324_f,3,3,21
16807,SB27944851,3,3,33
16808,MB70544266_f,12,3,21
16809,AB84139887,3,3,12
16810,AB84120139,3,3,12
16811,AB91942740_f,3,3,21
16812,AB67756766,4,3,21
16813,LP04854713,3,3,6
16814,AB93525589_f,6,3,21
16815,SB22622754,6,3,21
16816,YB28358543,3,3,28
16817,SB28400433_f,3,3,21
16818,MB95091888,3,3,15
16819,SB28014162_f,6,3,21
16820,MB72112191,9,3,24
16821,AP04826737,15,3,15
16822,AB84129648_f,4,3,21
16823,SB27965225_f,3,3,21
16824,MP04911988_f,3,3,21
16825,MB21797703,7,3,15
16826,SB26880754,3,3,39
16827,SB25133295_f,3,3,21
16828,SP04825563_f,3,3,21
16829,AB84938648,3,3,12
16830,SB22692548,6,3,21
16831,SB28400271,2,2,4
16832,KB13326975_f,10,2,21
16833,LB17559214,8,2,24
16834,YB28323141_f,4,2,21
16835,SB27371136,2,2,20
16836,SP04892928_f,2,2,21
16837,AB92255892_f,10,2,21
16838,SB24336653,8,2,21
16839,SP04900527_f,2,2,21
16840,YB28051015,3,2,60
16841,MP04911983_f,2,2,21
16842,AB93784320_f,2,2,21
16843,MB87612673_f,2,2,21
16844,AB68463524,4,2,6
16845,MB85392461_f,4,2,21
16846,MB95052636,4,2,24
16847,SP04732400,2,2,4
16848,SB25132649_f,2,2,21
16849,SP04748441,2,2,2
16850,AB68199306,6,2,21
16851,SP04889622_f,2,2,21
16852,SB15191056_f,4,2,21
16853,MB25336160,3,2,9
16854,AB93295453,2,2,10
16855,AB68406866_f,2,2,21
16856,MP04895731,2,2,2
16857,SP04892928,2,2,2
16858,MB10570012_f,4,2,21
16859,AB72167829_f,2,2,21
16860,MB89753381,4,2,36
16861,MB91148968_f,8,2,21
16862,AB91200709_f,2,2,21
16863,MB65543133_f,2,2,21
16864,MP04887062,2,2,4
16865,AB92352229_f,2,2,21
16866,LB17559230,8,2,24
16867,AB71426529_f,8,2,21
16868,SB28790703_f,4,2,21
16869,SP04862823_f,2,2,21
16870,MB81330582,8,2,42
16871,YP04562244,2,2,2
16872,AB68463456,3,2,6
16873,MB75918855,6,2,30
16874,LB17854634,4,2,4
16875,SB27944929,4,2,33
16876,AB90824636_f,4,2,21
16877,AB77805050,2,2,6
16878,SP04769215_f,2,2,21
16879,MP04915924_f,2,2,21
16880,AB93524522_f,2,2,21
16881,SP04871993_f,2,2,21
16882,LB17264884,2,2,6
16883,YB27702750_f,4,2,21
16884,SB27947188_f,2,2,21
16885,MB95073217_f,2,2,21
16886,SP04888518,2,2,18
16887,MP04911974,2,2,4
16888,SB28399340_f,2,2,21
16889,MP04896025_f,2,2,21
16890,MB74519792_f,8,2,21
16891,AB93106911,2,2,12
16892,SP04895434,2,2,4
16893,MB92246034,3,2,46
16894,MB44514934_f,2,2,21
16895,SB28732729_f,4,2,21
16896,MB65547702,2,2,21
16897,AB72667840_f,14,2,21
16898,AB87248678_f,8,2,21
16899,AB92292936,2,2,12
16900,MP04897112,3,2,8
16901,AB84129648,3,2,12
16902,AB93154413,6,2,2
16903,MB72109492_f,8,2,21
16904,KB15558136,4,2,6
16905,MP04642006_f,2,2,21
16906,AB81409701_f,3,2,21
16907,SB21244049_f,12,2,21
16908,YB28358624_f,2,2,21
16909,AB68256320_f,4,2,21
16910,AB68463210_f,4,2,21
16911,MB25308787,3,2,21
16912,LB17745138_f,10,2,21
16913,AB68463333_f,2,2,21
16914,AB93785808_f,2,2,21
16915,YP04543574_f,2,2,21
16916,KB16240003,4,2,30
16917,SB28394633_f,2,2,21
16918,YP04898049_f,2,2,21
16919,MB85416127_f,8,2,21
16920,YP04855387_f,2,2,21
16921,SP04894082_f,2,2,21
16922,AB81202568_f,2,2,21
16923,SB28397973_f,2,2,21
16924,AB76401947_f,4,2,21
16925,AB91200466_f,2,2,21
16926,SB28400967,2,2,2
16927,SB22692564_f,4,2,21
16928,SB21252280_f,4,2,21
16929,AB93677929,5,2,6
16930,AB67756449_f,2,2,21
16931,SB28397944_f,2,2,21
16932,MB89754131,4,2,36
16933,AB85030299,2,2,2
16934,MB84051101_f,2,2,21
16935,MB25752362,3,2,40
16936,SP04816537,2,2,5
16937,YB26511641_f,4,2,21
16938,SP04889434,2,2,17
16939,MB65237575,8,2,40
16940,MB85417977_f,8,2,21
16941,AB71356877_f,2,2,21
16942,SB22638858,2,2,21
16943,LB17764339,4,2,6
16944,LP04681364_f,14,2,21
16945,SP04889334_f,2,2,21
16946,MB77675170,2,2,13
16947,SP04840698_f,2,2,21
16948,SP04889693_f,2,2,21
16949,SB14708466,2,2,21
16950,SB29032240,3,2,40
16951,AB72325807,2,2,10
16952,MP04549066_f,2,2,21
16953,AB91188229_f,2,2,21
16954,AB88261272,4,2,8
16955,AB92370612,2,2,5
16956,AB88671147,4,2,12
16957,YP04916591_f,2,2,21
16958,MB72108972,8,2,24
16959,KB11757805_f,14,2,21
16960,MB22427894_f,18,2,21
16961,YB28358789,2,2,28
16962,MB72112191_f,5,2,21
16963,MB75920063_f,2,2,21
16964,YB28358718_f,6,2,21
16965,AB92321386_f,2,2,21
16966,LP04535824,2,2,3
16967,SB28403249,2,2,6
16968,AB72325182,4,2,10
16969,SB27371149_f,2,2,21
16970,SB15191810,4,2,21
16971,SB23818554_f,4,2,21
16972,AB91942627,2,2,12
16973,MB72110533,8,2,24
16974,LB17369954,4,2,6
16975,AB86993490_f,7,2,21
16976,AB81269912,2,2,12
16977,AB72345308_f,4,2,21
16978,SP04881341_f,2,2,21
16979,SP04801409,2,2,5
16980,SP04748443,2,2,2
16981,LB16081589,2,2,16
16982,SB28024660,4,2,26
16983,SP04903696,2,2,4
16984,MB71354109,2,2,35
16985,SB22638858_f,2,2,21
16986,SB16718373,2,2,21
16987,AB74483491,2,2,12
16988,AB93677783,2,2,2
16989,SB23817160,3,2,38
16990,MB75922443_f,2,2,21
16991,MB95073107_f,2,2,21
16992,SB28397902_f,2,2,21
16993,MB75917021_f,2,2,21
16994,SP04825562,2,2,2
16995,SB27945135_f,6,2,21
16996,SB27925757,2,2,3
16997,YB28358501_f,3,2,21
16998,AB93784401_f,3,2,21
16999,YB26052126,3,2,21
17000,MP04885769,2,2,8
17001,SB22638845,2,2,21
17002,MB85418811_f,8,2,21
17003,AB92541658_f,4,2,21
17004,AB72325603_f,2,2,21
17005,MB65542956_f,2,2,21
17006,AB84120281,2,2,10
17007,MB84056672,2,2,24
17008,SB28401403,2,2,4
17009,AB91202244_f,2,2,21
17010,AB71426642,8,2,40
17011,SB26730477,2,2,13
17012,MB84050500,2,2,24
17013,MB75917791,2,2,15
17014,MB80889607_f,14,2,21
17015,SP04801409_f,2,2,21
17016,MB65966011,4,2,12
17017,SB27475223_f,4,2,21
17018,SB17963127_f,2,2,21
17019,LP04765249,2,2,2
17020,YP04920554,2,2,2
17021,SP04892917_f,2,2,21
17022,MB84049126,2,2,21
17023,MB95074274_f,3,2,21
17024,MP04915927_f,2,2,21
17025,SB27621365,2,2,25
17026,AB68256524_f,4,2,21
17027,MB29648074_f,2,2,21
17028,SP04882850_f,2,2,21
17029,AP04846798_f,10,2,21
17030,AB88720580,4,2,12
17031,MB64745916_f,14,2,21
17032,AB91199328,2,2,7
17033,AB92320183,2,2,11
17034,AB92292897_f,2,2,21
17035,LB16611179_f,3,2,21
17036,MB78346916,6,2,10
17037,MB81329603_f,7,2,21
17038,AB68410496,3,2,21
17039,YP04915277,2,2,4
17040,AB72654594_f,14,2,21
17041,YP04820579_f,6,2,21
17042,AB68409902_f,2,2,21
17043,YB27087860,8,2,48
17044,AB90520451,12,2,24
17045,SB28402994_f,2,2,21
17046,AB68463427_f,2,2,21
17047,AB92969638_f,10,2,21
17048,AB84146579,2,2,12
17049,AB92318771_f,2,2,21
17050,MP04835191_f,2,2,21
17051,AB91179791,4,2,12
17052,AP04581408_f,2,2,21
17053,AB91188009_f,2,2,21
17054,SB28396013,3,2,3
17055,AB92378892,6,2,12
17056,AB91942478,2,2,12
17057,SP04799210_f,10,2,21
17058,SB19044510,3,2,30
17059,YB26511418,6,2,95
17060,MB72109191,8,2,24
17061,MB77675031,8,2,24
17062,AB92369720_f,2,2,21
17063,SB28401801_f,2,2,21
17064,AB72516603_f,10,2,21
17065,SB27997170_f,10,2,21
17066,YB28358653_f,4,2,21
17067,MB78318229_f,4,2,21
17068,AB91193447,9,2,7
17069,SP04662256_f,2,2,21
17070,AB73516754,2,2,12
17071,AB64646442_f,2,2,21
17072,YB26511421,4,2,44
17073,SP04811368_f,2,2,21
17074,SP04562736_f,2,2,21
17075,LB17681247,3,2,6
17076,AB72959833,6,2,6
17077,KB15528441,2,2,8
17078,AB68407247,2,2,21
17079,AP04930576,6,2,24
17080,AB93293387_f,2,2,21
17081,LB17681247_f,3,2,21
17082,MB63044786_f,14,2,21
17083,MB44517630,3,2,21
17084,AB77805432_f,2,2,21
17085,MB94990540_f,2,2,21
17086,AB91201368_f,2,2,21
17087,MB68276850,2,2,40
17088,SB22616647,2,2,21
17089,AB91179720,8,2,12
17090,SB27947146_f,2,2,21
17091,AB72959972,2,2,6
17092,MB55423014,10,2,21
17093,MP04905351,2,2,5
17094,MB44516123,2,2,21
17095,SB27947133_f,2,2,21
17096,AB92320578_f,2,2,21
17097,AB92852570,14,2,12
17098,SB24217730,6,2,20
17099,LB17238496_f,2,2,21
17100,AB88261191,4,2,25
17101,YP04847679_f,2,2,21
17102,MB68277095,2,2,24
17103,MB65966147,5,2,12
17104,AB91854281,2,2,16
17105,MB68276669_f,4,2,21
17106,MB70164963_f,4,2,21
17107,AB71202099,8,2,24
17108,YP04822031_f,2,2,21
17109,YP04902592_f,2,2,21
17110,MB70303782_f,2,2,21
17111,MP04905358_f,2,2,21
17112,LB17937962_f,2,2,21
17113,MB58878954,8,2,21
17114,MB69335020_f,2,2,21
17115,AB92976870,4,2,24
17116,MP04915865_f,2,2,21
17117,SB28400705,4,2,23
17118,AB88672858,7,2,12
17119,SB28403045,2,2,3
17120,SB28403003,3,2,7
17121,MB65020999,2,2,2
17122,YP04802797,2,2,10
17123,SB28848613_f,2,2,21
17124,MP04673475,2,2,4
17125,YB28483997,4,2,33
17126,AB84943992,2,2,12
17127,SP04888610_f,2,2,21
17128,SB16718344,2,2,21
17129,MB72110627,3,2,24
17130,AP04874458,2,2,12
17131,MP04887062_f,2,2,21
17132,AB92846586,4,2,12
17133,MB75925424,2,2,34
17134,SB27930674,4,2,21
17135,AB93357553_f,5,2,21
17136,AB84364636,12,2,32
17137,SB24337131_f,2,2,21
17138,MB92249280,4,2,38
17139,AP04642150,2,2,6
17140,SB15190196_f,2,2,21
17141,YP04860618,2,2,4
17142,MB94971378_f,2,2,21
17143,MB13131115,3,2,36
17144,AB72169571,2,2,6
17145,MB21807512,2,2,21
17146,LB17937920,2,2,2
17147,AB92912083,2,2,12
17148,AB74483860,2,2,12
17149,AB77805034,2,2,6
17150,AB92398063_f,2,2,21
17151,AB92291186_f,2,2,21
17152,AB68405634,2,2,21
17153,SB22674100,3,2,25
17154,SB27833810_f,4,2,21
17155,YB28133519,2,2,60
17156,LB16963856,3,2,6
17157,LB17467869,2,2,5
17158,AB79832092,3,2,10
17159,SB21250318_f,4,2,21
17160,YB25865592_f,7,2,21
17161,MB92237218,4,2,25
17162,YB26051169_f,4,2,21
17163,MB86209867_f,4,2,21
17164,YB28358569_f,4,2,21
17165,MB94982723,2,2,13
17166,MB22338530,11,2,28
17167,SP04734420,2,2,10
17168,LB17955436,2,2,4
17169,MB81469084_f,7,2,21
17170,MB70301218,6,2,26
17171,AB73516592,2,2,12
17172,AB93357540,5,2,4
17173,SB27965267,6,2,28
17174,SB22244349_f,4,2,21
17175,SB25994269_f,4,2,21
17176,MB74519925_f,2,2,21
17177,AB92292402,6,2,12
17178,AB92566565_f,7,2,21
17179,SB28013118,2,2,40
17180,AB92564554,2,2,12
17181,SB23813326_f,6,2,21
17182,SP04912302_f,2,2,21
17183,MP04915918,2,2,2
17184,YB27702598_f,4,2,21
17185,YB27870239,2,2,27
17186,SB23817911_f,4,2,21
17187,SB21250318,4,2,102
17188,AB77805102_f,2,2,21
17189,MB94973813_f,2,2,21
17190,SP04509443,2,2,4
17191,MB72109926_f,4,2,21
17192,AB93358426,6,2,9
17193,SB23820267,4,2,23
17194,YP04685635_f,2,2,21
17195,AB71426480_f,8,2,21
17196,AB93295576,10,2,8
17197,YP04734528,2,2,4
17198,MB44514549,2,2,21
17199,AB93784032_f,2,2,21
17200,AB71577229,2,2,3
17201,SB24655473_f,2,2,21
17202,AB93154345,2,2,5
17203,SB20807173_f,4,2,21
17204,SB26043863_f,2,2,21
17205,AB92321399_f,2,2,21
17206,SP04875640,2,2,2
17207,AB90824458_f,2,2,21
17208,SP04894152,2,2,2
17209,MB65543256_f,2,2,21
17210,MP04875348,2,2,6
17211,AB68199319,3,2,21
17212,YP04722305,2,2,4
17213,MB74519983,5,2,6
17214,AB69523256,7,2,36
17215,MB44514921_f,6,2,21
17216,AB68463223,3,2,6
17217,AB77805047_f,2,2,21
17218,MB75377506_f,2,2,21
17219,MB84049168_f,2,2,21
17220,MB25753141_f,10,2,21
17221,MP04883897,2,2,4
17222,SB20899437_f,2,2,21
17223,YP04802798,2,2,10
17224,AB74117068,3,2,3
17225,MB84046750_f,2,2,21
17226,KB16239946,8,2,30
17227,AB72325564_f,10,2,21
17228,AB73516521,2,2,12
17229,SB17963457,2,2,60
17230,YB27702572_f,4,2,21
17231,AP04874456,2,2,12
17232,AB79832063_f,4,2,21
17233,SB23813517,2,2,22
17234,SP04801388_f,2,2,21
17235,AB72325535_f,4,2,21
17236,AB71756684,2,2,21
17237,AB84130064,3,2,12
17238,AB93784401,3,2,7
17239,MB72109654,8,2,24
17240,SP04775700,2,2,8
17241,AB72214442,2,2,12
17242,AB72325522_f,2,2,21
17243,MB65026812_f,2,2,21
17244,YP04875929,2,2,4
17245,AB92968587_f,10,2,21
17246,MB81126437,4,2,60
17247,AB76600353,14,2,12
17248,SP04903441_f,2,2,21
17249,AB67756685_f,2,2,21
17250,MB55247261,2,2,21
17251,AB92352203_f,2,2,21
17252,SB27553925,2,2,10
17253,AB92970533_f,10,2,21
17254,YB27379947_f,2,2,21
17255,SB24217659_f,2,2,21
17256,YP04813011,6,2,4
17257,MB65546813,2,2,21
17258,MP04899188_f,4,2,21
17259,MP04897116_f,2,2,21
17260,SP04662256,2,2,4
17261,SB16718360,3,2,21
17262,MB69335143_f,2,2,21
17263,AB91862464_f,8,2,21
17264,AB72325593_f,4,2,21
17265,AB91198646_f,2,2,21
17266,AB91942481,2,2,12
17267,MB69334128,2,2,2
17268,MB69333284_f,2,2,21
17269,YB28133496,4,2,60
17270,MB72109476,8,2,24
17271,MB64129736,8,2,54
17272,SB99812115_f,2,2,21
17273,SB28400336,2,2,3
17274,AB69522833_f,4,2,21
17275,AB92398351_f,2,2,21
17276,MP04893524_f,2,2,21
17277,YP04562202,2,2,6
17278,SB28214409_f,3,2,21
17279,AB72169474_f,2,2,21
17280,AB68409805_f,2,2,21
17281,AB72959969,2,2,6
17282,YP04820571_f,2,2,21
17283,AB93163954_f,3,2,21
17284,MB25321502_f,2,2,21
17285,AB92541603,7,2,10
17286,AB84962944_f,2,2,21
17287,AB91863007,2,2,12
17288,AB62352084_f,2,2,21
17289,SB23819223,4,2,45
17290,YP04917781,2,2,2
17291,SP04490150_f,2,2,21
17292,MB78318229,4,2,6
17293,SB25133402_f,4,2,21
17294,SP04733188,2,2,2
17295,MB64749653_f,14,2,21
17296,AB71156585,2,2,21
17297,AB72999974_f,4,2,21
17298,LP04681364,14,2,3
17299,SP04888610,2,2,5
17300,MB72108684,8,2,24
17301,AB91198086_f,4,2,21
17302,MB75916857,2,2,16
17303,AB71355137_f,2,2,21
17304,AB73210979_f,4,2,21
17305,SB27944903,2,2,33
17306,SB91138525_f,8,2,21
17307,MB84047047,6,2,24
17308,SB28012915_f,2,2,21
17309,MB70164963,4,2,30
17310,SB18929445,4,2,60
17311,MB58088524_f,4,2,21
17312,MB72110627_f,3,2,21
17313,AB84126832_f,2,2,21
17314,YB28358572_f,4,2,21
17315,MB85411041_f,8,2,21
17316,MB65018891,2,2,8
17317,SB14708440_f,4,2,21
17318,AB92567878,2,2,2
17319,SB28403029,2,2,5
17320,AB92565634,2,2,2
17321,SB16718425,4,2,21
17322,MB71353896,2,2,19
17323,MB91184825,2,2,12
17324,YP04820579,6,2,3
17325,MB70165360_f,2,2,21
17326,MB85418507_f,4,2,21
17327,KP04804810,2,2,4
17328,SP04488495_f,2,2,21
17329,MB72108503,8,2,24
17330,SB28137353_f,2,2,21
17331,AP04476332,2,2,21
17332,MB71354109_f,2,2,21
17333,SB27621381,4,2,25
17334,AB74483417_f,2,2,21
17335,MP04911988,2,2,4
17336,MB75362485,2,2,21
17337,AB71354976_f,2,2,21
17338,LB17365767_f,4,2,21
17339,SB22639132,4,2,21
17340,LP04873497,2,2,4
17341,AB93152211,2,2,4
17342,MB69332706,2,2,2
17343,MB76762916,2,2,20
17344,SB21238136_f,4,2,21
17345,AB91188533_f,2,2,21
17346,SB28402936,6,2,4
17347,SB28397915_f,2,2,21
17348,MB72108396_f,8,2,21
17349,AB72213812_f,2,2,21
17350,SB16718425_f,4,2,21
17351,AB93779966,7,2,6
17352,SB28137324,2,2,4
17353,YP04903368,2,2,2
17354,MB59347617,4,2,21
17355,SP04861801,2,2,4
17356,MP04604567,2,2,4
17357,SP04901248,2,2,20
17358,AB76600609,14,2,12
17359,AB91942494_f,2,2,21
17360,SP04817755,2,2,4
17361,AB72677571_f,4,2,21
17362,MP04900727_f,2,2,21
17363,MP04674192,6,2,15
17364,MP04797883_f,2,2,21
17365,MB84046750,2,2,24
17366,MB55287519,2,2,21
17367,SB24685715,3,2,36
17368,AB92352203,2,2,12
17369,SP04889683_f,2,2,21
17370,SP04855943,2,2,8
17371,LB17925835,4,2,6
17372,SB28066518,4,2,36
17373,MB85411520_f,8,2,21
17374,SP04901607_f,2,2,21
17375,MB95073107,2,2,15
17376,AB72576180,4,2,11
17377,AB76727883_f,4,2,21
17378,AB92292279_f,2,2,21
17379,YP04898048_f,2,2,21
17380,SB28848613,2,2,3
17381,KB16239441,3,2,25
17382,MP04604570_f,2,2,21
17383,MB71280723,21,2,60
17384,AB72576290_f,2,2,21
17385,MB64750914,8,2,48
17386,SB27621352,2,2,25
17387,MP04865870_f,2,2,21
17388,AB84146579_f,2,2,21
17389,MB75923756,2,2,33
17390,SB28168157,2,2,21
17391,MB81713798,11,2,25
17392,AB92568013,2,2,2
17393,AB67927715,4,2,21
17394,MB91150736,6,2,24
17395,YB28323167,4,2,40
17396,AB92567771,2,2,2
17397,SB27965254,6,2,28
17398,AB91179364_f,2,2,21
17399,SB27946985,2,2,25
17400,SP04639410,2,2,15
17401,SB21253140,2,2,21
17402,KB15397041_f,2,2,21
17403,AB72169432_f,8,2,21
17404,MB65543609,2,2,21
17405,SB26880958_f,4,2,21
17406,MB29650143,4,2,21
17407,AB93783936_f,2,2,21
17408,YP04920550,2,2,2
17409,SB28292696_f,2,2,21
17410,AB88261243,4,2,22
17411,MP04897116,2,2,8
17412,YB28358909,3,2,13
17413,MB64745181_f,14,2,21
17414,MB70301111,2,2,26
17415,MB72109735,8,2,24
17416,MB99153926_f,2,2,21
17417,AB93107091,2,2,12
17418,AB79297488,2,2,6
17419,SP04844747,2,2,12
17420,MB70302291,2,2,20
17421,SB28400381_f,2,2,21
17422,AB77805513_f,2,2,21
17423,SB23794432_f,2,2,21
17424,AB67930414_f,8,2,21
17425,AB68405728_f,2,2,21
17426,AB91201106_f,2,2,21
17427,YB28483984,2,2,11
17428,MB65018448_f,3,2,21
17429,AB72325289_f,2,2,21
17430,KB14167861_f,10,2,21
17431,SP04903695,2,2,4
17432,AB91198196_f,2,2,21
17433,AB71357164_f,2,2,21
17434,AB92872741_f,4,2,21
17435,SP04706483_f,2,2,21
17436,AB68459237_f,12,2,21
17437,AB92971529_f,10,2,21
17438,SB27248722,2,2,12
17439,MB55421223,8,2,21
17440,MB72108749_f,8,2,21
17441,AB93784621_f,4,2,21
17442,AB72836260,2,2,4
17443,AB84140229_f,2,2,21
17444,MB44184898,4,2,21
17445,SB99812128_f,2,2,21
17446,AB72325357,3,2,10
17447,MB65966053,4,2,12
17448,LP04881335_f,2,2,21
17449,SB15190879_f,4,2,21
17450,MB84052265,2,2,24
17451,SB28403045_f,2,2,21
17452,SB23817814,4,2,39
17453,AB68410470,3,2,21
17454,SB28733090_f,4,2,21
17455,AB68409805,6,2,21
17456,MB55287166_f,3,2,21
17457,MP04866736,2,2,4
17458,SB24348353,2,2,28
17459,AB71356822,2,2,21
17460,MB40618931,14,2,21
17461,SP04805253_f,2,2,21
17462,AB67756533_f,4,2,21
17463,SB27930645_f,2,2,21
17464,MB75146957,10,2,18
17465,AB88712022_f,2,2,21
17466,SB28013134,4,2,40
17467,YP04685635,2,2,2
17468,AB74186714,2,2,12
17469,AP04476332_f,2,2,21
17470,MB64745181,18,2,24
17471,MB68277228,8,2,45
17472,SB23816064_f,2,2,21
17473,SB28397931,2,2,6
17474,MB94979118,2,2,15
17475,SB27947175_f,2,2,21
17476,YP04847679,2,2,25
17477,SB28535861,8,2,26
17478,AB92352193_f,2,2,21
17479,AB75315885_f,4,2,21
17480,AB93293400,2,2,12
17481,YP04793335_f,2,2,21
17482,AB92321425_f,2,2,21
17483,SB26730480,3,2,13
17484,SB17967233,3,2,10
17485,AB92971914,8,2,96
17486,MP04604570,2,2,4
17487,SB29030640_f,2,2,21
17488,LB16013489_f,4,2,21
17489,LB17606918_f,2,2,21
17490,MB84053756_f,2,2,21
17491,AB93288253_f,2,2,21
17492,SB28400404,2,2,4
17493,MP04899198,2,2,4
17494,SP04901248_f,2,2,21
17495,MB77675138,2,2,18
17496,SP04801875,2,2,21
17497,AB93288376_f,4,2,21
17498,YB27596500,2,2,9
17499,SB14708424_f,4,2,21
17500,AB92805190,2,2,5
17501,AB84363828,4,2,14
17502,AB93523578,3,2,16
17503,AB88462259_f,2,2,21
17504,YP04837411_f,2,2,21
17505,AB68202413_f,4,2,21
17506,SP04748443_f,2,2,21
17507,SB28194985_f,2,2,21
17508,MB81327977_f,14,2,21
17509,AB92911929,2,2,12
17510,KP04776215,2,2,4
17511,AB88243575_f,2,2,21
17512,MB58878527,3,2,21
17513,AB93524276,2,2,12
17514,SP04877480_f,2,2,21
17515,MB94977217,2,2,7
17516,MB70301111_f,2,2,21
17517,AB84963286_f,2,2,21
17518,AB84938648_f,2,2,21
17519,SB21252280,4,2,108
17520,YP04685636_f,2,2,21
17521,SB28732703_f,4,2,21
17522,SP04665722_f,2,2,21
17523,AB68459211,3,2,21
17524,AB92972832_f,8,2,21
17525,AB68256498_f,4,2,21
17526,AB92369380_f,2,2,21
17527,YP04684461_f,2,2,21
17528,SB28168115_f,4,2,21
17529,SB17964388_f,3,2,21
17530,AB75064039,2,2,15
17531,MB72109751,3,2,24
17532,MB71646752_f,2,2,21
17533,SB24348340,8,2,83
17534,SB28400598_f,4,2,21
17535,MB72111804,4,2,24
17536,YP04898141,2,2,6
17537,AB92298626_f,2,2,21
17538,KB15537571,2,2,21
17539,SB28397960_f,10,2,21
17540,AB91202082_f,2,2,21
17541,MP04711722,2,2,4
17542,MB65018370,2,2,2
